NAME,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,Branch ,previous,poutcome,deposit
ANGEL,56,blue-collar,married,unknown,no,982,yes,yes,cellular,7,may,135,2,-1,Airoli ,0,unknown,no
ANGELO,28,services,married,secondary,no,222,yes,no,unknown,29,may,101,23,-1,Airoli ,0,unknown,no
ANTHONY,34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,Airoli ,0,unknown,no
ANTONIO,55,management,married,tertiary,no,5010,no,no,cellular,18,nov,530,1,-1,Airoli ,0,unknown,no
ARIEL,27,student,single,unknown,no,468,no,no,cellular,4,feb,270,2,-1,Airoli ,0,unknown,no
ARMANDO,38,management,divorced,tertiary,no,155,yes,no,unknown,20,jun,25,26,-1,Airoli ,0,unknown,no
ARMANI,43,services,married,secondary,no,2478,yes,no,cellular,28,jan,347,1,230,Airoli ,1,failure,no
ASHTON,55,management,divorced,tertiary,no,668,no,no,cellular,28,aug,25,6,-1,Airoli ,0,unknown,no
AUSTIN,30,blue-collar,married,primary,no,35,yes,no,cellular,11,jul,366,2,-1,Airoli ,0,unknown,no
AVERY,48,blue-collar,married,primary,no,3304,no,no,unknown,11,jun,409,3,-1,Airoli ,0,unknown,no
AXEL,30,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,30,1,-1,Airoli ,0,unknown,no
AYDEN,58,housemaid,married,primary,no,237,no,no,telephone,18,jul,200,3,-1,Airoli ,0,unknown,no
BENJAMIN,39,unknown,single,unknown,no,0,no,no,telephone,28,jan,28,1,-1,Airoli ,0,unknown,no
BLAKE,35,technician,single,secondary,no,-54,yes,no,unknown,30,may,70,2,-1,Airoli ,0,unknown,no
BRADLEY,41,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,85,2,-1,Airoli ,0,unknown,no
BRANDON,32,technician,married,tertiary,no,240,yes,yes,cellular,14,jul,86,3,-1,Airoli ,0,unknown,no
BRAYAN,48,technician,married,secondary,no,759,yes,no,cellular,28,jul,84,5,-1,Airoli ,0,unknown,no
BRAYDEN,76,retired,married,unknown,no,992,no,no,cellular,27,oct,139,2,-1,Airoli ,0,unknown,no
BRIAN,43,management,married,tertiary,no,1379,yes,no,unknown,27,may,383,3,-1,Airoli ,0,unknown,no
BRUCE,46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,397,2,342,Airoli ,1,failure,no
BRYAN,59,retired,married,unknown,no,0,no,no,cellular,25,aug,213,4,-1,Airoli ,0,unknown,no
BRYANT,29,management,single,tertiary,no,119,yes,no,unknown,28,may,136,2,-1,Airoli ,0,unknown,no
BRYCE,31,technician,married,secondary,no,450,no,yes,cellular,20,nov,111,2,129,Airoli ,4,failure,no
CALEB,36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,581,3,-1,Airoli ,0,unknown,no
CAMERON,46,self-employed,single,primary,no,2032,no,no,cellular,30,jul,424,2,-1,Airoli ,0,unknown,no
CAMILO,37,management,married,tertiary,no,636,no,yes,unknown,5,jun,338,2,-1,Airoli ,0,unknown,no
CARLOS,48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,Airoli ,2,failure,no
CARMELO,31,management,single,tertiary,no,2007,yes,no,unknown,20,may,253,1,-1,Airoli ,0,unknown,no
CARTER,39,blue-collar,divorced,secondary,no,33,no,no,cellular,29,jan,593,4,-1,Airoli ,0,unknown,no
CESAR,39,management,single,unknown,no,2887,yes,no,unknown,7,may,42,2,-1,Airoli ,0,unknown,no
CHARLES,39,housemaid,married,secondary,no,1444,no,no,cellular,19,nov,100,1,117,Airoli ,8,success,no
CHARLIE,55,management,married,tertiary,no,42,yes,no,telephone,11,may,386,2,-1,Airoli ,0,unknown,no
CHASE,54,retired,married,secondary,no,522,no,yes,cellular,14,jul,81,3,-1,Airoli ,0,unknown,no
CHRIS,32,housemaid,married,secondary,no,0,no,no,cellular,21,aug,435,2,-1,Airoli ,0,unknown,no
CHRISTIAN,37,blue-collar,married,secondary,no,3884,yes,no,cellular,20,apr,28,5,-1,Airoli ,0,unknown,no
CHRISTOPHER,36,services,married,secondary,no,472,yes,no,unknown,19,jun,1017,1,-1,Airoli ,0,unknown,no
CRISTIAN,60,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,1,88,Airoli ,3,other,no
CRISTOPHER,25,services,single,secondary,no,628,no,no,cellular,8,jul,266,1,-1,Airoli ,0,unknown,no
DAMIAN,50,management,married,tertiary,no,398,no,no,telephone,30,jul,1567,5,-1,Airoli ,0,unknown,no
DAMIEN,59,retired,married,secondary,no,417,yes,no,cellular,7,may,476,2,-1,Airoli ,0,unknown,no
DANIEL,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,Airoli ,0,unknown,no
DANNY,49,technician,single,tertiary,no,2585,no,no,unknown,11,jun,64,1,-1,Airoli ,0,unknown,no
DANTE,47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,-1,Airoli ,0,unknown,no
DARIEL,38,services,married,primary,no,0,yes,no,cellular,17,nov,960,2,-1,Airoli ,0,unknown,no
DARWIN,32,management,single,tertiary,yes,4,no,no,cellular,29,jan,181,1,-1,Airoli ,0,unknown,no
DAVID,40,blue-collar,single,unknown,no,29,no,no,telephone,7,jul,118,2,-1,Airoli ,0,unknown,no
DEAN,50,technician,married,secondary,no,892,yes,yes,unknown,15,may,234,1,-1,Airoli ,0,unknown,no
DENZEL,35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,Airoli ,0,unknown,no
DEREK,47,admin.,married,secondary,no,1387,yes,no,cellular,14,oct,158,1,826,Airoli ,1,failure,no
DEVIN,27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,331,2,-1,Airoli ,0,unknown,no
DIEGO,48,housemaid,single,secondary,no,71,no,no,cellular,28,aug,97,3,-1,Airoli ,0,unknown,no
DOMINIC,40,blue-collar,married,primary,no,-35,yes,no,cellular,18,may,194,3,-1,Airoli ,0,unknown,no
DOMINICK,35,self-employed,married,secondary,no,2251,no,no,cellular,19,aug,151,8,-1,Airoli ,0,unknown,no
DONOVAN,39,housemaid,married,primary,no,2460,no,no,cellular,11,jul,194,3,-1,Airoli ,0,unknown,no
DYLAN,34,blue-collar,married,secondary,no,34,no,no,cellular,30,jan,379,1,-1,Airoli ,0,unknown,no
EDDY,36,admin.,single,secondary,no,1281,no,no,telephone,24,jul,119,2,-1,Airoli ,0,unknown,no
EDGAR,56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419,2,-1,Airoli ,0,unknown,no
EDUARDO,30,technician,married,tertiary,no,141,no,no,cellular,29,jan,166,2,-1,Airoli ,0,unknown,no
EDWARD,51,blue-collar,married,secondary,no,500,no,no,cellular,14,may,471,1,-1,Airoli ,0,unknown,no
EDWIN,41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,Airoli ,0,unknown,no
ELI,35,admin.,married,secondary,no,-244,yes,yes,cellular,6,may,118,1,-1,Airoli ,0,unknown,no
ELIAN,53,management,married,tertiary,no,1356,yes,no,cellular,9,nov,371,2,96,Airoli ,4,failure,no
ELIAS,25,blue-collar,single,primary,no,-289,yes,no,telephone,13,may,56,2,-1,Airoli ,0,unknown,no
ELIJAH,34,management,single,tertiary,no,1396,yes,no,cellular,17,jul,630,1,-1,Airoli ,0,unknown,no
ELVIN,29,services,single,secondary,no,9,no,yes,cellular,8,jul,202,2,-1,Airoli ,0,unknown,no
EMANUEL,33,services,married,secondary,no,70,yes,no,cellular,21,jul,333,3,-1,Airoli ,0,unknown,no
EMILIANO,43,admin.,married,secondary,no,877,yes,no,cellular,2,feb,135,1,-1,Airoli ,0,unknown,no
EMILIO,47,blue-collar,married,primary,no,113,yes,no,unknown,13,may,276,1,-1,Airoli ,0,unknown,no
EMMANUEL,35,admin.,single,secondary,no,368,yes,no,unknown,16,may,218,3,-1,Airoli ,0,unknown,no
ENRIQUE,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,Airoli ,0,unknown,no
ERIC,41,services,married,primary,no,450,yes,no,unknown,14,may,374,2,-1,Airoli ,0,unknown,no
ERICK,49,services,married,unknown,no,463,yes,no,telephone,15,jul,541,2,-1,Airoli ,0,unknown,no
ERIK,44,blue-collar,married,secondary,no,1397,no,no,cellular,20,nov,326,1,-1,Airoli ,0,unknown,no
ESTEBAN,32,services,single,secondary,no,310,yes,no,unknown,6,may,144,1,-1,Airoli ,0,unknown,no
ETHAN,27,self-employed,single,tertiary,no,270,yes,no,unknown,27,may,470,2,-1,Airoli ,0,unknown,no
EVAN,53,technician,married,secondary,no,65,no,no,cellular,25,nov,99,1,92,Airoli ,2,failure,no
EZEKIEL,55,admin.,married,secondary,no,865,yes,no,cellular,8,jul,105,1,82,Airoli ,2,failure,no
EZEQUIEL,60,retired,married,secondary,no,7,no,yes,cellular,18,aug,87,5,-1,Airoli ,0,unknown,no
FABIAN,27,management,single,secondary,no,145,yes,no,cellular,5,may,121,4,89,Airoli ,3,failure,no
FELIX,58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,Airoli ,0,unknown,no
FERNANDO,42,blue-collar,married,secondary,no,429,yes,no,cellular,18,may,110,1,370,Airoli ,1,failure,no
FRANCISCO,31,services,married,secondary,no,1167,yes,yes,cellular,20,nov,279,1,-1,Airoli ,0,unknown,no
FRANK,30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,Airoli ,0,unknown,no
FRANKLIN,32,management,single,tertiary,no,974,yes,no,unknown,3,jun,228,1,-1,Airoli ,0,unknown,no
FREDDY,56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,149,2,-1,Airoli ,0,unknown,no
GABRIEL,57,retired,divorced,secondary,no,316,no,no,cellular,28,jan,935,2,-1,Airoli ,0,unknown,no
GAEL,57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,Airoli ,0,unknown,no
GAVIN,39,technician,married,secondary,no,211,no,no,telephone,6,feb,53,2,-1,Airoli ,0,unknown,no
GEORGE,37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340,2,175,Airoli ,1,failure,no
GIOVANNI,32,management,married,tertiary,no,628,no,no,cellular,30,apr,280,1,-1,Airoli ,0,unknown,no
GREGORY,41,blue-collar,married,secondary,no,0,yes,no,cellular,1,apr,625,2,-1,Airoli ,0,unknown,no
GUSTAVO,49,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,Airoli ,0,unknown,no
HECTOR,36,blue-collar,divorced,secondary,no,2278,yes,no,unknown,23,may,152,2,-1,Airoli ,0,unknown,no
HENRY,58,retired,married,primary,no,1351,yes,no,telephone,17,apr,392,3,-1,Airoli ,0,unknown,no
HUGO,58,technician,married,unknown,no,49,yes,no,unknown,15,may,75,2,-1,Airoli ,0,unknown,no
HUNTER,33,services,married,secondary,no,1082,yes,yes,cellular,19,nov,351,1,-1,Airoli ,0,unknown,no
IAN,31,management,single,tertiary,no,5691,yes,no,cellular,21,jul,357,1,-1,Airoli ,0,unknown,no
IKER,46,blue-collar,divorced,primary,no,916,yes,no,cellular,11,may,472,2,-1,Airoli ,0,unknown,no
ISAAC,42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,97,4,-1,Airoli ,0,unknown,no
ISAIAH,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,Airoli ,2,failure,no
ISMAEL,47,management,married,tertiary,no,2475,yes,no,cellular,20,nov,1476,4,-1,Airoli ,0,unknown,no
ISRAEL,42,self-employed,married,primary,no,3717,no,no,unknown,20,jun,235,1,-1,Airoli ,0,unknown,no
IVAN,53,entrepreneur,married,secondary,no,288,no,no,unknown,6,may,69,1,-1,Airoli ,0,unknown,no
IZAIAH,31,admin.,married,secondary,no,1130,yes,no,cellular,23,jul,236,5,-1,Airoli ,0,unknown,no
JACE,39,blue-collar,married,primary,no,2715,yes,no,unknown,2,jun,201,3,-1,Airoli ,0,unknown,no
JACK,57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,-1,Airoli ,0,unknown,no
JACKSON,29,blue-collar,single,secondary,no,0,no,no,cellular,6,feb,437,2,-1,Airoli ,0,unknown,no
JACOB,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,Airoli ,0,unknown,no
JADEN,38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,369,1,-1,Airoli ,0,unknown,no
JADIEL,34,self-employed,single,tertiary,no,36,no,no,telephone,28,jan,55,1,-1,Airoli ,0,unknown,no
JAEL,35,admin.,married,secondary,no,-488,yes,no,unknown,2,jun,97,4,-1,Airoli ,0,unknown,no
JAIDEN,55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233,1,-1,Airoli ,0,unknown,no
JAIME,42,management,married,tertiary,no,1272,yes,no,cellular,5,may,117,1,169,Airoli ,1,failure,no
JAKE,32,management,married,secondary,no,0,no,no,cellular,20,aug,162,4,-1,Airoli ,0,unknown,no
JAMES,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,Airoli ,0,unknown,no
JARED,56,admin.,married,secondary,no,510,yes,no,cellular,10,jul,288,1,-1,Airoli ,0,unknown,no
JARIEL,36,technician,single,secondary,no,818,yes,yes,cellular,19,aug,96,4,-1,Airoli ,0,unknown,no
JASON,49,management,married,secondary,no,543,yes,no,unknown,20,may,213,3,-1,Airoli ,0,unknown,no
JAVIER,48,management,married,tertiary,no,7867,yes,yes,unknown,30,may,306,3,-1,Airoli ,0,unknown,no
JAY,32,technician,single,tertiary,no,1212,yes,no,unknown,23,may,463,2,-1,Airoli ,0,unknown,no
JAYCE,35,management,married,secondary,no,533,no,no,cellular,6,aug,221,12,-1,Airoli ,0,unknown,no
JAYDEN,48,management,married,tertiary,no,291,yes,no,telephone,23,jul,350,2,-1,Airoli ,0,unknown,no
JAYLEN,40,services,single,secondary,no,573,yes,no,cellular,14,may,329,1,-1,Airoli ,0,unknown,no
JAYREN,55,retired,married,secondary,no,1279,yes,no,cellular,13,may,446,3,357,Airoli ,8,other,no
JAYSON,50,blue-collar,married,primary,no,280,yes,no,unknown,18,jun,61,23,-1,Airoli ,0,unknown,no
JEAN,55,technician,married,unknown,no,574,yes,no,cellular,29,jan,243,2,-1,Airoli ,0,unknown,no
JEFFERSON,26,blue-collar,single,secondary,no,658,no,yes,telephone,23,jul,34,4,-1,Airoli ,0,unknown,no
JEFFREY,34,technician,married,secondary,no,2019,yes,yes,unknown,27,jun,102,1,-1,Airoli ,0,unknown,no
JENCARLOS,45,management,married,tertiary,no,22815,no,no,cellular,26,aug,653,8,-1,Airoli ,0,unknown,no
JEREMIAH,44,entrepreneur,married,secondary,no,887,yes,no,cellular,17,apr,519,1,14,Airoli ,2,failure,no
JEREMY,34,management,married,tertiary,no,303,yes,no,cellular,29,jan,50,1,195,Airoli ,2,failure,no
JESUS,39,services,single,secondary,no,326,yes,no,unknown,27,may,115,1,-1,Airoli ,0,unknown,no
JOAQUIN,31,management,single,secondary,no,453,yes,no,unknown,9,may,384,2,-1,Airoli ,0,unknown,no
JOEL,27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,Airoli ,0,unknown,no
JOHAN,41,management,married,tertiary,no,4063,yes,no,cellular,12,may,14,5,172,Airoli ,2,failure,no
JOHN,45,technician,married,secondary,no,2403,no,no,cellular,21,nov,207,1,-1,Airoli ,0,unknown,no
JOHNNY,28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,Airoli ,3,failure,no
JONAH,39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,Airoli ,0,unknown,no
JONAS,31,technician,single,tertiary,no,424,no,no,cellular,29,jan,106,1,161,Airoli ,2,failure,no
JONATHAN,31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,-1,Airoli ,0,unknown,no
JORDAN,31,admin.,single,secondary,no,387,yes,no,cellular,13,may,228,2,370,Airoli ,1,failure,no
JORGE,35,technician,single,primary,no,744,yes,no,cellular,7,apr,1096,1,-1,Airoli ,0,unknown,no
JOSE,32,technician,single,tertiary,no,696,no,yes,cellular,13,aug,101,4,105,Airoli ,4,failure,no
JOSEPH,49,management,married,tertiary,no,4594,no,no,cellular,11,aug,157,3,-1,Airoli ,0,unknown,no
JOSHUA,42,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,109,3,-1,Airoli ,0,unknown,no
JOSIAH,31,management,single,tertiary,no,-173,yes,no,unknown,6,may,396,2,-1,Airoli ,0,unknown,no
JOSUE,35,services,single,secondary,no,1239,yes,no,cellular,5,may,60,2,347,Airoli ,1,failure,no
JUAN,31,technician,single,secondary,no,354,no,yes,cellular,22,aug,186,2,-1,Airoli ,0,unknown,no
JULIAN,45,admin.,single,secondary,no,375,no,yes,unknown,22,sep,10,1,594,Airoli ,6,failure,no
JULIEN,24,blue-collar,single,secondary,no,3,yes,no,cellular,15,may,311,1,-1,Airoli ,0,unknown,no
JULIO,49,self-employed,divorced,secondary,no,6116,yes,no,cellular,21,nov,43,1,-1,Airoli ,0,unknown,no
JULIUS,36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,-1,Airoli ,0,unknown,no
JUSTIN,28,blue-collar,single,tertiary,no,727,yes,no,unknown,6,jun,144,4,-1,Airoli ,0,unknown,no
KAIDEN,54,retired,married,secondary,no,3846,yes,yes,unknown,19,jun,216,2,-1,Airoli ,0,unknown,no
KALEB,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,Airoli ,0,unknown,no
KAYDEN,34,management,divorced,tertiary,no,1173,no,yes,cellular,18,jul,93,1,-1,Airoli ,0,unknown,no
KELVIN,40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,Airoli ,0,unknown,no
KENNETH,32,admin.,single,tertiary,no,328,yes,yes,unknown,26,jun,271,1,-1,Airoli ,0,unknown,no
KENNY,41,admin.,married,secondary,no,0,yes,no,cellular,17,nov,595,2,-1,Airoli ,0,unknown,no
KEVIN,38,services,single,primary,no,-87,yes,no,cellular,13,may,531,1,-1,Airoli ,0,unknown,no
KYLE,35,admin.,single,secondary,no,2830,no,no,unknown,20,jun,22,12,-1,Airoli ,0,unknown,no
LANDON,31,technician,married,secondary,no,4,no,no,unknown,20,may,199,4,-1,Airoli ,0,unknown,no
LEANDRO,47,entrepreneur,married,secondary,no,0,no,no,unknown,19,jun,563,2,-1,Airoli ,0,unknown,no
LENNY,41,admin.,married,secondary,no,80,no,no,cellular,19,nov,202,1,-1,Airoli ,0,unknown,no
LEO,29,admin.,single,secondary,no,2768,yes,no,unknown,2,jun,121,4,-1,Airoli ,0,unknown,no
LEONARDO,33,management,married,tertiary,no,5,yes,no,unknown,7,aug,12,1,-1,Airoli ,0,unknown,no
LEONEL,89,retired,married,tertiary,no,553,no,no,telephone,19,aug,2027,5,-1,Airoli ,0,unknown,no
LIAM,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,-1,Airoli ,0,unknown,no
LOGAN,72,retired,married,primary,no,2079,no,no,cellular,13,aug,100,1,191,Airoli ,3,other,no
LORENZO,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,Airoli ,0,unknown,no
LOUIS,41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,Airoli ,11,failure,no
LUCA,39,housemaid,married,primary,no,34,yes,no,cellular,14,jul,377,3,-1,Airoli ,0,unknown,no
LUCAS,41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,Airoli ,0,unknown,no
LUIS,31,blue-collar,married,primary,no,292,yes,yes,unknown,30,may,30,18,-1,Airoli ,0,unknown,no
LUKAS,32,services,married,secondary,no,144,yes,no,unknown,19,may,260,11,-1,Airoli ,0,unknown,no
LUKE,52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,Airoli ,0,unknown,no
MANUEL,41,entrepreneur,married,tertiary,no,121,yes,no,cellular,5,may,456,1,287,Airoli ,1,failure,no
MARCO,45,management,married,tertiary,no,904,yes,yes,unknown,20,jun,14,9,-1,Airoli ,0,unknown,no
MARCOS,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,Airoli ,14,failure,no
MARCUS,32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,138,1,-1,Airoli ,0,unknown,no
MARIO,35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,-1,Airoli ,0,unknown,no
MARK,54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,Airoli ,0,unknown,no
MARLON,41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,174,2,-1,Airoli ,0,unknown,no
MARTIN,42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175,2,-1,Airoli ,0,unknown,no
MARVIN,59,management,divorced,tertiary,no,258,yes,no,cellular,20,apr,33,1,173,Airoli ,1,success,no
MASON,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,Airoli ,0,unknown,no
MATEO,32,services,single,secondary,no,72,no,no,cellular,28,jul,88,9,-1,Airoli ,0,unknown,no
MATHEW,56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,Airoli ,2,other,no
MATHIAS,50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,124,4,113,Airoli ,8,failure,no
MATIAS,45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,Airoli ,0,unknown,no
MATTEO,59,retired,married,secondary,no,5744,no,no,unknown,18,jun,632,1,-1,Airoli ,0,unknown,no
MATTHEW,47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,118,4,-1,Airoli ,0,unknown,no
MAURICIO,54,management,single,secondary,no,602,no,no,cellular,30,jul,101,2,-1,Airoli ,0,unknown,no
MAX,40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,Airoli ,1,failure,no
MAXIMILIANO,37,management,married,tertiary,no,5016,no,no,cellular,8,aug,119,1,-1,Airoli ,0,unknown,no
MAXIMUS,29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,Airoli ,0,unknown,no
MAXWELL,36,blue-collar,married,primary,no,156,yes,no,cellular,21,nov,219,2,-1,Airoli ,0,unknown,no
MELVIN,33,management,married,tertiary,no,0,yes,no,cellular,9,jul,310,1,-1,Airoli ,0,unknown,no
MICHAEL,32,management,divorced,tertiary,no,12,no,no,cellular,17,jul,321,1,-1,Airoli ,0,unknown,no
MIGUEL,53,technician,married,secondary,no,7984,yes,no,cellular,2,feb,151,1,-1,Airoli ,0,unknown,no
MIKE,33,services,married,secondary,no,255,yes,yes,cellular,21,nov,588,2,184,Airoli ,2,failure,no
MOISES,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,Airoli ,0,unknown,no
NATHAN,43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,Airoli ,1,success,no
NATHANIEL,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,15,may,217,1,176,Airoli ,1,failure,no
NELSON,52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,Airoli ,0,unknown,no
NEYMAR,48,blue-collar,divorced,secondary,no,-314,yes,no,cellular,18,may,7,5,-1,Airoli ,0,unknown,no
NICHOLAS,40,management,married,tertiary,no,552,no,no,cellular,28,jul,761,8,-1,Airoli ,0,unknown,no
NICOLAS,31,technician,married,secondary,no,465,yes,no,cellular,12,may,259,3,-1,Airoli ,0,unknown,no
NOAH,34,services,single,secondary,no,544,yes,no,unknown,27,may,257,2,-1,Airoli ,0,unknown,no
NOEL,54,blue-collar,married,primary,no,-636,yes,no,unknown,30,may,324,3,-1,Airoli ,0,unknown,no
OLIVER,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,Airoli ,1,other,no
OMAR,55,unemployed,single,primary,no,274,no,no,cellular,9,feb,7,5,-1,Airoli ,0,unknown,no
OSCAR,33,management,married,tertiary,no,1148,no,no,cellular,19,nov,299,1,-1,Airoli ,0,unknown,no
PABLO,50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,Airoli ,0,unknown,no
PAUL,59,retired,divorced,secondary,no,914,no,no,cellular,28,jan,192,1,-1,Airoli ,0,unknown,no
PEDRO,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,Airoli ,0,unknown,no
PETER,45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,Airoli ,0,unknown,no
PRESTON,32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,1,94,Airoli ,2,failure,no
PRINCE,50,blue-collar,married,unknown,no,605,yes,no,unknown,15,may,200,1,-1,Airoli ,0,unknown,no
RAFAEL,58,blue-collar,married,secondary,no,1457,yes,no,cellular,8,jul,144,4,-1,Airoli ,0,unknown,no
RANDY,38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,691,1,-1,Airoli ,0,unknown,no
RAUL,57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,Airoli ,0,unknown,no
RAYMOND,31,blue-collar,married,secondary,no,812,yes,no,cellular,23,sep,245,1,-1,Airoli ,0,unknown,no
RICARDO,69,retired,married,primary,no,324,no,no,cellular,12,aug,875,1,189,Airoli ,4,success,no
RICHARD,26,admin.,single,secondary,no,1327,no,no,cellular,30,mar,171,4,-1,Airoli ,0,unknown,no
RILEY,30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,1,-1,Airoli ,0,unknown,no
ROBERT,49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,2,-1,Airoli ,0,unknown,no
ROBERTO,36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,Airoli ,0,unknown,no
RODRIGO,37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,Airoli ,2,other,no
ROMAN,55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,2,-1,Airoli ,0,unknown,no
ROMEO,36,management,single,tertiary,no,-38,yes,no,unknown,14,may,784,1,-1,Airoli ,0,unknown,no
RONALD,31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,Airoli ,6,failure,no
RUBEN,30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,-1,Airoli ,0,unknown,no
RYAN,36,services,married,secondary,no,0,yes,yes,cellular,15,jul,201,4,-1,Airoli ,0,unknown,no
SAMUEL,50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,Airoli ,0,unknown,no
SANTIAGO,53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,Airoli ,0,unknown,no
SAUL,39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,Airoli ,0,unknown,no
SEAN,31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,114,2,-1,Airoli ,0,unknown,no
SEBASTIAN,49,blue-collar,married,primary,no,1898,no,no,cellular,21,aug,159,1,-1,Airoli ,0,unknown,no
SERGIO,35,services,married,secondary,no,142,yes,no,cellular,20,nov,315,2,196,Airoli ,4,failure,no
SKYLER,45,blue-collar,married,primary,no,4696,no,no,unknown,17,jun,99,1,-1,Airoli ,0,unknown,no
STEPHEN,30,management,single,secondary,no,135,no,no,cellular,14,aug,112,2,-1,Airoli ,0,unknown,no
STEVE,47,self-employed,married,primary,no,574,yes,no,cellular,20,nov,137,5,-1,Airoli ,0,unknown,no
STEVEN,37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,14,8,185,Airoli ,1,other,no
THOMAS,35,technician,married,tertiary,no,703,no,no,cellular,20,apr,169,1,-1,Airoli ,0,unknown,no
TRISTAN,41,management,single,tertiary,no,0,no,no,cellular,7,aug,91,2,-1,Airoli ,0,unknown,no
